img_path,scene_category,img_type,num_contours,mean_length,std_length,median_length,orientation_hist,junction_density,parallelism_score
../images/data_TorontoScenes/CP_images/forests_00306.jpg,forest,real,570,106.68737732422979,100.67511298557856,72.94112491607666,[74 23 22 17 16 25 42 61 58 50 37 21 23 14 11 12 16 48],45264.583333333336,0.14421114297166465
../images/data_TorontoScenes/CP_images/forests_00312.jpg,forest,real,672,95.7197357073781,150.29278718837278,49.455843687057495,[112  54  38  33  29  28  22  23  34  26  35  29  28  26  20  37  39  68],49443.75,0.14019175952319254
../images/data_TorontoScenes/CP_images/highways_00616.jpg,highway,real,82,159.69787614083873,198.39390710333407,87.8406195640564,[ 3  0  0  0  0  1  5  8 16 10 16 11  6  2  1  0  3  1],5941.666666666667,0.23126652953276522
../images/data_TorontoScenes/CP_images/forests_00689.jpg,forest,real,1573,116.59689692911341,293.30314731731085,42.38477599620819,[146  37  47  42  57  79 121 144 179 197 147  98  66  73  51  43  50  43],127439.58333333334,0.14046622286276395
../images/data_TorontoScenes/CP_images/highways_00428.jpg,highway,real,108,210.09046307978807,255.96392257916025,108.69848430156708,[18  2  3  0  1  3  1  6 16 32  8  1  1  3  1  4  1  6],6764.583333333334,0.275965438194322
../images/data_TorontoScenes/CP_images/highways_00414.jpg,highway,real,181,184.68304399890795,409.9764185185645,56.870057225227356,[23  4  3  2  5  3  3 14 43  9  7  5  2  3  6  4 10 31],9795.833333333334,0.21911915767847973
../images/data_TorontoScenes/CP_images/highways_00402.jpg,highway,real,103,180.97914415308574,389.89988183487293,66.28427076339722,[11  1  2  3  6  1  7  8 14 12  8  6  9  3  2  1  6  4],6500.0,0.1402165795369679
../images/data_TorontoScenes/CP_images/highways_00370.jpg,highway,real,360,90.36844983432027,208.03820848516526,37.31370830535889,[82 20 11  6  9  6  9 12 22 32 15  9  6  7 11 11 30 56],19837.5,0.2079832269009779
../images/data_TorontoScenes/CP_images/highways_00416.jpg,highway,real,171,160.33533241456016,268.9944087294796,68.04163014888763,[22  0  4  3  4  7  4 11 29 23 19  5  8  7  4  2  2 10],10116.666666666668,0.18427352985186293
../images/data_TorontoScenes/CP_images/highways_00358.jpg,highway,real,128,136.79564019106328,216.3540793253565,66.64823162555695,[19  1  6  2  3  6  5  4 12 20 14  3  1  3  1  2  5 20],7725.0,0.18747656542932134
../images/data_TorontoScenes/CP_images/highways_00600.jpg,highway,real,59,252.99242667828577,454.4383944729745,101.55634891986847,[ 4  0  0  2  0  3  6  4 15 10  5  6  0  0  0  0  1  1],3260.416666666667,0.262531328320802
../images/data_TorontoScenes/CP_images/forests_00310.jpg,forest,real,1445,115.48480239516724,242.38673126664082,46.041630148887634,[159  75  52  50  76  76 114 119 125 125  91  74  60  58  40  55  62  84],113125.0,0.12345748657954
../images/data_TorontoScenes/CP_images/highways_00199.jpg,highway,real,112,230.12168326973915,318.66382722178406,102.40559107065201,[13  5  2  3  4  9  3  6 13 20  5  5  1  1  1  1  2 17],7272.916666666667,0.19295659295659295
../images/data_TorontoScenes/CP_images/forests_20081106_00009.jpg,forest,real,1338,118.24932338010035,257.964616937612,51.748736917972565,[170  79  74  71  80  85 101  96  75  78  61  68  49  42  39  58  50  89],105927.08333333334,0.12197372519953165
../images/data_TorontoScenes/CP_images/forests_20081106_00020.jpg,forest,real,1115,102.76110856811027,150.79784238867646,54.28427076339722,[110  53  43  41  54  43  44  45  47  50  60  90  71  79  83  74  69  73],87114.58333333334,0.11862785745246217
../images/data_TorontoScenes/CP_images/highways_00205.jpg,highway,real,337,140.24306378555582,202.78007187242687,69.6984840631485,[30  9  7  6  8 11 35 41 46 54 24 14 15  8  8  6  8 10],24114.583333333336,0.17209786569495056
